"","N","P_CODE","NRM_REGION","REEF","DEPTH","VISIT_NO","LATITUDE","LONGITUDE","Date","subregion","A","AB","HC","SC","CoralCover","MA","ST","Acr","RANK","DISTURBANCE","STORM_NAME","DISTURBANCE_DATE","juv5.d.nf","juv5.abun.nf","MAprop","yr","DateRange","NumYearsInRange","Change.score.linear.mean","CoralCover.score","juv.score","ma.score","gen.composition","composition.score"
"704",121,"IN","Wet Tropics","High West","2",13,-17.16215,146.007033333333,2017-06-25,"Johnstone",41.3125,1.8125,49.8125,5.6875,55.5,4.125,0.4375,3.875,1,"b","",2020-02-01,1.92819428376773,27.5,9.98487140695915,2017,"2014 - 2017",4,0.727688291350301,0.74,0.167669068153716,0.690537668702801,0.0528668009182135,0.5
"705",132,"IN","Wet Tropics","High West","2",14,-17.16215,146.007033333333,2018-06-05,"Johnstone",38.6065251572327,2.25039308176101,53.0176886792453,5.06289308176101,58.0805817610063,3.26022012578616,0.1875,3.56289308176101,1,"n","",NA,2.03213764824412,25.5,8.44473858371939,2018,"2015 - 2018",4,0.629010220118194,0.774407756813417,0.176707621586445,0.7759743832165,0.052857121562884,0.5
"706",145,"IN","Wet Tropics","High West","2",15,-17.16215,146.007033333333,2019-07-20,"Johnstone",37.4375,1.1875,51.875,8.5,60.375,5.25,0.0625,3.125,1,"n","",NA,3.57374591815926,46,14.0233722871452,2019,"2016 - 2019",4,0.419340146745463,0.805,0.310760514622544,0.466507480164919,0.0109466805394068,0
"707",153,"IN","Wet Tropics","High West","2",16,-17.16215,146.007033333333,2020-07-21,"Johnstone",39.9064465408805,1.12539308176101,49.5302672955975,7,56.5302672955975,4.62617924528302,0.125,4.44182389937107,1,"n","",NA,3.51874734637283,48,11.5925612182581,2020,"2017 - 2020",4,0.267547952511929,0.753736897274633,0.305978030119377,0.601353324754077,0.0208711774887865,0
"708",169,"IN","Wet Tropics","High West","2",17,-17.16215,146.007033333333,2021-07-08,"Johnstone",38.5408805031446,0.688679245283019,50.4571540880503,8.6875,59.1446540880503,2.31485849056604,0,3.93985849056604,1,"n","",NA,2.6868713188122,35.5,6.00624184073107,2021,"2018 - 2021",4,0.301740931061897,0.788595387840671,0.233640984244539,0.911246579828109,0.002123368798023,0
"709",182,"IN","Wet Tropics","High West","2",18,-17.16215,146.007033333333,2022-05-17,"Johnstone",35.0794025157233,0.626965408805031,54.0090408805032,7.46619496855346,61.4752358490566,3.44418238993711,0,5.07075471698113,1,"n","",NA,3.46270553052855,42,9.81824701373793,2022,"2019 - 2022",4,0.351079966677951,0.819669811320755,0.301104828741613,0.699780923894723,0.0470246768779004,0.5
"710",191,"IN","Wet Tropics","High West","2",19,-17.16215,146.007033333333,2023-08-17,"Johnstone",40.524316336279,1.68828616352201,47.2055170766659,8.57832278481013,55.783839861476,4.95799996019425,0,3.37933385080806,1,"c","",NA,3.94176503915172,51.5,12.2346294976373,2023,"2020 - 2023",4,0.468106622237268,0.743784531486347,0.342762177317541,0.565735484879571,0.0090198848613487,0
"711",208,"IN","Wet Tropics","High West","2",20,-17.16215,146.007033333333,2024-06-14,"Johnstone",41.8985198093178,0.438679245283019,50.4961067379722,5.71648039097865,56.2125871289509,5.3505362937147,0,2.01664463405841,1,"n","",NA,5.10631413907885,70,12.7702274879047,2024,"2021 - 2024",4,0.801439955570601,0.749501161719345,0.436165295648489,0.536023935396244,-0.0206852320869345,0
"712",216,"IN","Wet Tropics","High West","5",1,-17.16215,146.006983333333,2005-09-04,"Johnstone",52.0345911949686,16.6002358490566,26.4115566037736,4.13836477987421,30.5499213836478,0.875393081761006,1.69221698113208,1.31957547169811,NA,NA,NA,NA,5.59542887530455,54,1.68232912310389,2005,"2002 - 2005",1,NA,0.407332285115304,0.471102062521754,0.993162846051642,0.11130638323869,0.5
"713",228,"IN","Wet Tropics","High West","5",2,-17.16215,146.006983333333,2006-05-31,"Johnstone",57.3207547169811,18.2692610062893,21.3447327044025,1.75039308176101,23.0951257861635,0.0625,0.438679245283019,0.937893081761006,1,"s","Larry",2020-03-19,2.61532644118849,26.5,0.109035549703752,2006,"2003 - 2006",2,NA,0.30793501048218,0.22741969053813,1,-0.0120388264886092,0
"714",242,"IN","Wet Tropics","High West","5",3,-17.16215,146.006983333333,2007-08-16,"Johnstone",64.4115566037736,13.564465408805,18.3356918238994,3.125,21.4606918238994,1.93907232704403,0.125393081761006,1.375,1,"n","",NA,4.39632160758752,93,3.01044164942665,2007,"2004 - 2007",3,0,0.286142557651992,0.382288835442393,0.867043947414595,0.0689444653180916,0.5
"715",256,"IN","Wet Tropics","High West","5",4,-17.16215,146.006983333333,2008-08-05,"Johnstone",54.3125,17.75,23.9375,2.9375,26.875,2,0.8125,1.4375,1,"n","",NA,2.89988300183854,56,3.68239355581128,2008,"2005 - 2008",4,0.5,0.358333333333333,0.252163739290308,0.803234719890077,0.104590486570003,0.5
"716",266,"IN","Wet Tropics","High West","5",5,-17.16215,146.006983333333,2009-08-22,"Johnstone",53.1875,17.9375,24.5625,3.375,27.9375,0.125,0.4375,1.4375,1,"n","",NA,2.71863819487203,49.5,0.235017626321974,2009,"2006 - 2009",4,0.447287798373179,0.3725,0.23640332129322,1,0.070863513946687,0.5
"717",282,"IN","Wet Tropics","High West","5",6,-17.16215,146.006983333333,2010-06-03,"Johnstone",46.75,19.5625,28.3125,3.4375,31.75,1.375,0.9375,3.125,1,"n","",NA,2.74827983931909,45.5,2.94117647058824,2010,"2007 - 2010",4,0.585465848779884,0.423333333333333,0.238980855592965,0.873621438324335,0.166889607538175,1
"718",290,"IN","Wet Tropics","High West","5",7,-17.16215,146.006983333333,2011-05-29,"Johnstone",56.751572327044,18.5161163522013,20.1037735849057,3.50196540880503,23.6057389937107,0.878537735849057,1.81525157232704,1.25117924528302,1,"s","Yasi",2020-02-02,1.62979994551944,32.5,1.54804122568848,2011,"2008 - 2011",4,0.780621131706512,0.314743186582809,0.141721734392994,1,0.0692720922327675,0.5
"719",307,"IN","Wet Tropics","High West","5",8,-17.16215,146.006983333333,2012-08-08,"Johnstone",55.127358490566,19.0235849056604,21.1560534591195,3.75393081761006,24.9099842767296,1.06446540880503,0.5,0.75,1,"n","",NA,2.71329148472548,52,1.93092039588146,2012,"2009 - 2012",4,0.585445869930376,0.332133123689727,0.235938389976129,0.969556369256866,0.000962831557364607,0
"720",320,"IN","Wet Tropics","High West","5",9,-17.16215,146.006983333333,2013-08-10,"Johnstone",39.7091194968554,31.7649371069182,24.5884433962264,3.75,28.3384433962264,1.06328616352201,1.00078616352201,1.5625,1,"n","",NA,3.98389838540127,55,2.67768758661651,2013,"2010 - 2013",4,0.721415366450468,0.377845911949686,0.346425946556632,0.898642607232083,0.00284284991809427,0
"721",333,"IN","Wet Tropics","High West","5",10,-17.16215,146.006983333333,2014-07-22,"Johnstone",44.5672169811321,24.5161163522013,25.9162735849057,3.31289308176101,29.2291666666667,0.877358490566038,0.688679245283019,1.875,1,"n","",NA,3.3349586696267,52,1.96861852724049,2014,"2011 - 2014",4,0.545973855275833,0.389722222222222,0.289996406054496,0.96597651686225,0.0191750957428537,0.5
"722",1379,"IN","Wet Tropics","High West","5",NA,NA,NA,NA,"Johnstone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,"2012 - 2015",4,0.545973855275833,0.389722222222222,0.289996406054496,0.96597651686225,NA,0.5
"723",356,"IN","Wet Tropics","High West","5",12,-17.16215,146.006983333333,2016-07-21,"Johnstone",36.9111635220126,25.0070754716981,33.2067610062893,4.3125,37.5192610062893,1.00157232704403,1.00117924528302,2.1875,1,"n","",NA,3.06382686028825,40,2.71346723179485,2016,"2013 - 2016",4,0.67538189672666,0.500256813417191,0.266419726981587,0.895244936210931,0.0232828596924961,0.5
"724",364,"IN","Wet Tropics","High West","5",13,-17.16215,146.006983333333,2017-06-25,"Johnstone",41.5192610062893,28.8828616352201,25.5974842767296,3.125,28.7224842767296,0.25,1.37539308176101,1.125,1,"b","",2020-02-01,3.3319416633095,48.5,0.602130177514793,2017,"2014 - 2017",4,0.638186902750086,0.382966457023061,0.289734057679087,1,-0.00353565116430144,0
"725",375,"IN","Wet Tropics","High West","5",14,-17.16215,146.006983333333,2018-06-05,"Johnstone",46.2138364779874,24.0208333333333,26.7649371069182,2.4375,29.2024371069182,1,1.06367924528302,1.0625,1,"n","",NA,2.9128019497219,47,2.16385410996189,2018,"2015 - 2018",4,0.627765502214474,0.389365828092243,0.253287126062774,0.94743674995277,0.036682246613027,0.5
"726",393,"IN","Wet Tropics","High West","5",15,-17.16215,146.006983333333,2019-07-20,"Johnstone",42.25,24.5,28.1875,4.375,32.5625,1.125,1.5625,2.25,1,"n","",NA,3.86749918272692,57.5,2.66272189349112,2019,"2016 - 2019",4,0.567701248565868,0.434166666666667,0.336304276758863,0.900063764473586,0.103091589413068,0.5
"727",409,"IN","Wet Tropics","High West","5",16,-17.16215,146.006983333333,2020-07-20,"Johnstone",36.625,22.75,35.4375,4.4375,39.875,0.625,1.4375,2.3125,1,"n","",NA,3.35858666040096,43.5,1.70648464163823,2020,"2017 - 2020",4,0.633468468891176,0.531666666666667,0.29205101394791,0.99086901376471,0.0576304485960881,0.5
"728",417,"IN","Wet Tropics","High West","5",17,-17.16215,146.006983333333,2021-07-08,"Johnstone",49.5625,17.375,27.75,4.0625,31.8125,0.625,0,3.1875,1,"c","",NA,3.64279005796542,61.5,1.26103404791929,2021,"2018 - 2021",4,0.633468468891176,0.424166666666667,0.316764352866558,1,0.0641897382300637,0.5
"729",431,"IN","Wet Tropics","High West","5",18,-17.16215,146.006983333333,2022-05-17,"Johnstone",50.5015424727331,15.5481151978346,29.1342996178648,2.93867924528302,32.0729788631478,0.751179245283019,0.0625,1.37932389937107,1,"n","",NA,2.96318837824331,51,1.48743822169114,2022,"2019 - 2022",4,0.644018234691721,0.427639718175304,0.257668554629853,1,-0.0154573029909047,0
"730",445,"IN","Wet Tropics","High West","5",19,-17.16215,146.006983333333,2023-08-17,"Johnstone",48.1875,29.125,18.125,3.9375,22.0625,0.75,0,0.5,1,"c","",NA,4.1413342266508,68,1.55642023346304,2023,"2020 - 2023",4,0.742240981403253,0.294166666666667,0.360116019708765,1,-0.0138830354103141,0
"731",455,"IN","Wet Tropics","High West","5",20,-17.16215,146.006983333333,2024-06-14,"Johnstone",59.3125,14.375,22.25,2.5,24.75,2.25,0,0.25,1,"n","",NA,3.3388180447004,67,3.79346680716544,2024,"2021 - 2024",4,0.742240981403253,0.33,0.290332003886991,0.792687092447989,-0.0557133070260137,0
"732",756,"IN","Mackay Whitsunday","Hook","2",1,-20.1681166666667,148.8872,2005-07-14,"Proserpine",42.4587264150943,1.75353773584906,24.2613993710692,24.2743710691824,48.5357704402516,0.0625,0.0625,5.68946540880503,NA,NA,NA,NA,4.35161341309503,32,0.147201777530898,2005,"2002 - 2005",1,NA,0.647143605870021,0.378401166356089,1,0.0351058540068812,0.5
"733",761,"IN","Mackay Whitsunday","Hook","2",2,-20.1681166666667,148.8872,2006-05-05,"Proserpine",39.1485849056604,1.25,22.6289308176101,27.2165880503145,49.8455188679245,1.1875,0.0625,5.00117924528302,1,"n","",NA,3.43877196698071,24,3.03331525995542,2006,"2003 - 2006",2,0,0.664606918238994,0.299023649302671,1,-0.0577220950655638,0.5
"734",1380,"IN","Mackay Whitsunday","Hook","2",NA,NA,NA,NA,"Proserpine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,"2004 - 2007",3,0,0.664606918238994,0.299023649302671,1,NA,0.5
"735",774,"IN","Mackay Whitsunday","Hook","2",4,-20.1681166666667,148.8872,2008-06-17,"Proserpine",42.0625,0.25,24.375,25.6875,50.0625,1.375,0,6.375,1,"n","",NA,3.15622159301419,44,3.26894502228826,2008,"2005 - 2008",4,0.182157578160843,0.6675,0.274454051566451,1,0.00725851728494002,0.5
"736",1381,"IN","Mackay Whitsunday","Hook","2",NA,NA,NA,NA,"Proserpine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"2006 - 2009",4,0.182157578160843,0.6675,0.274454051566451,1,NA,0.5
"737",786,"IN","Mackay Whitsunday","Hook","2",6,-20.1681166666667,148.8872,2010-06-17,"Proserpine",47.2648624711408,1.00472195685057,17.8562614441525,26.180354868243,44.0366163123955,1.56487341772152,0.125786163522013,4.63131916248706,1,"s","Ului",2020-03-20,3.78346318733419,60,3.31085998330579,2010,"2007 - 2010",4,0.364315156321687,0.587154884165274,0.328996798898625,1,-0.0936020909922874,0.5
"738",1382,"IN","Mackay Whitsunday","Hook","2",NA,NA,NA,NA,"Proserpine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"2008 - 2011",4,0.364315156321687,0.587154884165274,0.328996798898625,1,NA,0.5
"739",796,"IN","Mackay Whitsunday","Hook","2",8,-20.1681166666667,148.8872,2012-05-08,"Proserpine",48.5048976201678,0.666930044195201,17.0492342878682,27.6330138012895,44.6822480891577,0.646658912373436,0.106227106227106,4.41304430279709,1,"n","",NA,3.1472746936676,51.5,1.33318271783046,2012,"2009 - 2012",4,0,0.595763307855437,0.273676060318921,1,-0.119854573370965,0.5
"740",1383,"IN","Mackay Whitsunday","Hook","2",NA,NA,NA,NA,"Proserpine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"2010 - 2013",4,0,0.595763307855437,0.273676060318921,1,NA,0.5
"741",804,"IN","Mackay Whitsunday","Hook","2",10,-20.1681166666667,148.8872,2014-07-10,"Proserpine",50.6162377597325,0.942639917204044,18.9302105724067,24.5002935673911,43.4305041397978,0.0628930817610063,0.125791139240506,5.38838965846668,1,"n","",NA,5.46846710607726,91,0.124254754096008,2014,"2011 - 2014",4,0.188396409679837,0.579073388530637,0.462033364719805,1,-0.0781254365234498,0.5
"742",1384,"IN","Mackay Whitsunday","Hook","2",NA,NA,NA,NA,"Proserpine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,"2012 - 2015",4,0.188396409679837,0.579073388530637,0.462033364719805,1,NA,0.5
"743",813,"IN","Mackay Whitsunday","Hook","2",12,-20.1681166666667,148.8872,2016-05-05,"Proserpine",45.0475628930818,1.12696540880503,20.2095125786164,25.8494496855346,46.0589622641509,0.187893081761006,0.125,6.6375786163522,1,"n","",NA,6.09314808281909,93,0.417099327231002,2016,"2013 - 2016",4,0.330520174482647,0.614119496855346,0.506653434487078,1,-0.0241353334527385,0.5
"744",1385,"IN","Mackay Whitsunday","Hook","2",NA,NA,NA,NA,"Proserpine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,"2014 - 2017",4,0.330520174482647,0.614119496855346,0.506653434487078,1,NA,0.5
"745",821,"IN","Mackay Whitsunday","Hook","2",14,-20.1681166666667,148.8872,2018-06-14,"Proserpine",86.1875,5.8125,3.75,3.0625,6.8125,3.1875,0.875,1.75,1,"s","Debbie",2020-03-28,0.893239887047937,26.5,3.69833212472806,2018,"2015 - 2018",4,0.28424752960562,0.0908333333333333,0.0776730336563423,0.942872158037295,-0.394646778024725,0
"746",1386,"IN","Mackay Whitsunday","Hook","2",NA,NA,NA,NA,"Proserpine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,"2016 - 2019",4,0.28424752960562,0.0908333333333333,0.0776730336563423,0.942872158037295,NA,0
"747",830,"IN","Mackay Whitsunday","Hook","2",16,-20.1681166666667,148.8872,2020-06-25,"Proserpine",87.3125,2.8125,4.125,4.25,8.375,7.75,0.0625,2.0625,1,"b","",2020-02-01,3.70224080460877,110.5,8.87616320687187,2020,"2017 - 2020",4,NA,0.111666666666667,0.321933983009459,0.0760308530816081,-0.269301426842343,0
"748",840,"IN","Mackay Whitsunday","Hook","2",17,-20.1681166666667,148.8872,2021-06-15,"Proserpine",85.875,2.0625,5.3125,5.125,10.4375,6.75,0.5625,2.4375,1,"n","",NA,3.63044895849994,106.5,7.86026200873363,2021,"2018 - 2021",4,0.397834467546804,0.139166666666667,0.315691213782604,0.246106915110188,-0.294238819863684,0
"749",844,"IN","Mackay Whitsunday","Hook","2",18,-20.1681166666667,148.8872,2022-07-07,"Proserpine",82.625,4.4375,7.375,4.875,12.25,3.625,0,3.5625,1,"n","",NA,5.77693385046326,163.5,4.38729198184569,2022,"2019 - 2022",4,0.455182292677719,0.163333333333333,0.484066703604519,0.827530646865661,-0.2601492277996,0
"750",855,"IN","Mackay Whitsunday","Hook","2",19,-20.1681166666667,148.8872,2023-06-25,"Proserpine",80.7995283018868,2.19025157232704,7.44221698113208,8.06761006289308,15.5098270440252,4.56839622641509,0,4.56485849056604,1,"n","",NA,5.19636797673921,141.5,5.65398873288771,2023,"2020 - 2023",4,0.342581680479869,0.206797693920335,0.442597712624229,0.615467903366162,-0.249019729822659,0
"751",860,"IN","Mackay Whitsunday","Hook","2",20,-20.1681166666667,148.8872,2024-07-15,"Proserpine",73.625,2.75,8.1875,12.875,21.0625,1.9375,0,4.6875,1,"n","",NA,6.23179343784496,155.5,2.63157894736842,2024,"2021 - 2024",4,0.311963135371215,0.280833333333333,0.516556674131783,1,-0.150182466456536,0
"752",865,"IN","Mackay Whitsunday","Hook","5",1,-20.1681166666667,148.887133333333,2005-07-14,"Proserpine",44.6978803629371,10.3583228177703,25.9553188719305,17.6119056203181,43.5672244922485,0.251980431037936,0.251980431037936,2.81880433040901,NA,NA,NA,NA,3.04265255662675,23,0.563741342971768,2005,"2002 - 2005",1,NA,0.580896326563314,0.264578483184934,1,-0.0946683487366235,0.5
"753",876,"IN","Mackay Whitsunday","Hook","5",2,-20.1681166666667,148.887133333333,2006-05-05,"Proserpine",45.6521226415094,9.13050314465409,27.5255503144654,15.9406446540881,43.4661949685535,0.0625,0.3125,4.00393081761006,1,"n","",NA,3.65171639269693,29.5,0.136904915661406,2006,"2003 - 2006",2,0.555669603519849,0.579549266247379,0.31754055588669,1,-0.129307224662317,0.5
"754",1387,"IN","Mackay Whitsunday","Hook","5",NA,NA,NA,NA,"Proserpine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,"2004 - 2007",3,0.555669603519849,0.579549266247379,0.31754055588669,1,NA,0.5
"755",892,"IN","Mackay Whitsunday","Hook","5",4,-20.1681166666667,148.887133333333,2008-06-17,"Proserpine",37.9107704402516,9.63954402515723,29.6800314465409,22.0196540880503,51.6996855345912,0.375393081761006,0.312893081761006,5.44221698113208,1,"n","",NA,2.26686992239166,30,0.990201669345223,2008,"2005 - 2008",4,0.485805061485555,0.689329140461216,0.197119123686231,1,-0.105818823492818,0.5
"756",1388,"IN","Mackay Whitsunday","Hook","5",NA,NA,NA,NA,"Proserpine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"2006 - 2009",4,0.485805061485555,0.689329140461216,0.197119123686231,1,NA,0.5
"757",911,"IN","Mackay Whitsunday","Hook","5",6,-20.1681166666667,148.887133333333,2010-06-17,"Proserpine",38.4602987421384,16.1945754716981,26.0204402515723,17.0746855345912,43.0951257861635,0.812893081761006,1.75078616352201,3.25235849056604,1,"s","Ului",2020-03-20,3.13656626347945,42.5,2.1135901393048,2010,"2007 - 2010",4,0.41594051945126,0.574601677148847,0.272744892476474,0.895110465347304,-0.023764085794891,0.5
"758",1389,"IN","Mackay Whitsunday","Hook","5",NA,NA,NA,NA,"Proserpine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"2008 - 2011",4,0.41594051945126,0.574601677148847,0.272744892476474,0.895110465347304,NA,0.5
"759",927,"IN","Mackay Whitsunday","Hook","5",8,-20.1681166666667,148.887133333333,2012-05-08,"Proserpine",40.956677414832,13.642097804751,25.6656638114732,17.7199321124296,43.3855959239029,0,0.634258783644956,3.5360704810862,1,"n","",NA,2.98026628808189,42,0,2012,"2009 - 2012",4,0,0.578474612318705,0.25915359026799,1,-0.272690310988181,0
"760",1390,"IN","Mackay Whitsunday","Hook","5",NA,NA,NA,NA,"Proserpine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"2010 - 2013",4,0,0.578474612318705,0.25915359026799,1,NA,0
"761",941,"IN","Mackay Whitsunday","Hook","5",10,-20.1681166666667,148.887133333333,2014-07-10,"Proserpine",48.25,7.75,27.75,14.5,42.25,0.4375,0.25,7,1,"n","",NA,4.38381510141042,72,0.906735751295337,2014,"2011 - 2014",4,0.0904776019080183,0.563333333333333,0.381201313166123,1,-0.127539006966322,0.5
"762",1391,"IN","Mackay Whitsunday","Hook","5",NA,NA,NA,NA,"Proserpine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,"2012 - 2015",4,0.0904776019080183,0.563333333333333,0.381201313166123,1,NA,0.5
"763",953,"IN","Mackay Whitsunday","Hook","5",12,-20.1681166666667,148.887133333333,2016-05-05,"Proserpine",43.2154088050314,6.50117924528302,30.6407232704403,17.4528301886792,48.0935534591195,0,0.4375,3.69654088050314,1,"n","",NA,3.45717551552536,51.5,0,2016,"2013 - 2016",4,0.153167022228268,0.641247379454927,0.300623957871771,1,-0.0541871528914925,0.5
"764",1392,"IN","Mackay Whitsunday","Hook","5",NA,NA,NA,NA,"Proserpine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,"2014 - 2017",4,0.153167022228268,0.641247379454927,0.300623957871771,1,NA,0.5
"765",972,"IN","Mackay Whitsunday","Hook","5",14,-20.1681166666667,148.887133333333,2018-06-14,"Proserpine",50.75,24.625,17.625,5.1875,22.8125,1.375,2.5625,2.625,1,"s","Debbie",2020-03-28,1.61258196201831,28,2.70935960591133,2018,"2015 - 2018",4,0.1253788406405,0.304166666666667,0.140224518436375,0.805355056321157,-0.130550471802293,0.5
"766",1393,"IN","Mackay Whitsunday","Hook","5",NA,NA,NA,NA,"Proserpine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,"2016 - 2019",4,0.1253788406405,0.304166666666667,0.140224518436375,0.805355056321157,NA,0.5
"767",984,"IN","Mackay Whitsunday","Hook","5",16,-20.1681166666667,148.887133333333,2020-06-25,"Proserpine",53.3989779874214,20.6922169811321,15.7633647798742,8.32900943396226,24.0923742138365,3.75039308176101,1.18867924528302,3.19261006289308,1,"b","",2020-02-01,2.29186674205603,42.5,7.02334243671189,2020,"2017 - 2020",4,NA,0.321231656184486,0.199292760178785,0.15543371054328,-0.129714871641592,0.5
"768",994,"IN","Mackay Whitsunday","Hook","5",17,-20.1681166666667,148.887133333333,2021-06-15,"Proserpine",52.625,16.25,19.4375,9.625,29.0625,0.9375,1.75,4,1,"n","",NA,2.78012684989429,51.5,1.78147268408551,2021,"2018 - 2021",4,1,0.3875,0.241750160860373,0.945145486792299,-0.100476560872488,0.5
"769",1004,"IN","Mackay Whitsunday","Hook","5",18,-20.1681166666667,148.887133333333,2022-07-07,"Proserpine",56.4556451612903,14.1875,19.5967741935484,7.88508064516129,27.4818548387097,1.8125,0,5.26209677419355,1,"n","",NA,3.17952956484782,61.5,3.21048496535962,2022,"2019 - 2022",4,0.563251185712708,0.366424731182796,0.276480831725897,0.729858217137953,-0.118062628660957,0.5
"770",1010,"IN","Mackay Whitsunday","Hook","5",19,-20.1681166666667,148.887133333333,2023-06-25,"Proserpine",55.9752657033676,14.8943107634742,18.5304016399968,8.46790163999681,26.9983032799936,2.88132413820556,0.375,2.6969737680121,1,"n","",NA,3.38576078260499,64.5,5.14749524097786,2023,"2020 - 2023",4,0.375500790475139,0.359977377066582,0.294413981096086,0.438038714258345,0.00181215146548264,1
"771",1019,"IN","Mackay Whitsunday","Hook","5",20,-20.1681166666667,148.887133333333,2024-07-15,"Proserpine",47.5625,13.375,23.1875,12.5,35.6875,2.6875,0,4.4375,1,"n","",NA,4.38508736828065,70.5,5.65045992115637,2024,"2021 - 2024",4,0.531625592856354,0.475833333333333,0.381311945067882,0.362264772951374,-0.113795127927077,0.5
"772",1043,"IN","Fitzroy","Keppels South","2",1,-23.21615,150.963783333333,2005-04-11,"Fitzroy",30.875,6.6875,58.375,4,62.375,1.0625,0,58,NA,NA,NA,NA,4.37955999747689,29.5,3.4412955465587,2005,"2002 - 2005",1,NA,0.831666666666667,0.380831304128425,1,0.635929613024649,0.5
"773",1048,"IN","Fitzroy","Keppels South","2",2,-23.21615,150.963783333333,2006-09-05,"Fitzroy",39.8205308096489,9.125,45.6794691903511,5.3125,50.9919691903511,19.5845424329273,0,45.3044691903511,1,"b","",2020-02-01,3.71956504537024,26,49.1820225263843,2006,"2003 - 2006",2,NA,0.679892922538014,0.323440438727847,0,0.623591446883933,0.5
"774",1057,"IN","Fitzroy","Keppels South","2",3,-23.21615,150.963783333333,2007-06-10,"Fitzroy",34.5756052770174,5.15061002308733,53.5464334049837,6.7273512949116,60.2737846998953,20.0175535693508,0,53.1021300668124,1,"n","",NA,3.33924172898603,46,57.8950199395543,2007,"2004 - 2007",3,1,0.80365046266527,0.290368845998785,0,0.641927768950276,0.5
"775",1058,"IN","Fitzroy","Keppels South","2",4,-23.21615,150.963783333333,2008-04-26,"Fitzroy",39.25,2.75,50.1875,7.75,57.9375,11.0625,0.0625,50.0625,1,"d","",NA,1.05845323203908,15,28.1847133757962,2008,"2005 - 2008",4,0.5,0.7725,0.0920394114816595,0,0.637830935721924,0.5
"776",1063,"IN","Fitzroy","Keppels South","2",5,-23.21615,150.963783333333,2009-05-21,"Fitzroy",33.0625,5.75,54.625,6.5,61.125,13.1875,0,54.25,1,"n","",NA,1.97390330295783,22,39.8865784499055,2009,"2006 - 2009",4,0.474453128969034,0.815,0.171643765474594,0,0.621288646705968,0.5
"777",1067,"IN","Fitzroy","Keppels South","2",6,-23.21615,150.963783333333,2010-05-26,"Fitzroy",34.8125,7.625,52.375,5.0625,57.4375,7,0,51.875,1,"d","",NA,1.95227304160948,22.5,20.1077199281867,2010,"2007 - 2010",4,0.355839846726775,0.765833333333333,0.169762873183433,0.151437489913691,0.596685333374824,0
"778",1074,"IN","Fitzroy","Keppels South","2",7,-23.21615,150.963783333333,2011-05-12,"Fitzroy",84.7112341772152,6.125,8.85126582278481,0.25,9.10126582278481,6.14003164556962,0,8.53876582278481,1,"f","",2020-01-10,0.982362450315592,27.5,7.24819052066309,2011,"2008 - 2011",4,0.141119795635701,0.121350210970464,0.0854228217665732,0.824752247334733,0.524431890767157,0
"779",1079,"IN","Fitzroy","Keppels South","2",8,-23.21615,150.963783333333,2012-05-12,"Fitzroy",91.4323899371069,3.5625,4.81761006289308,0.125,4.94261006289308,61.1462264150943,0,4.25511006289308,1,"n","",NA,0.909728360426989,28,66.875892074083,2012,"2009 - 2012",4,0.141119795635701,0.0659014675052411,0.0791068139501729,0,0.473463186255919,0
"780",1084,"IN","Fitzroy","Keppels South","2",9,-23.21615,150.963783333333,2013-05-21,"Fitzroy",88.1128144654088,3.5,8.26218553459119,0,8.26218553459119,53.8408018867924,0,7.88718553459119,1,"n","",NA,1.07176610549922,32.5,61.1043946484415,2013,"2010 - 2013",4,0.158937763550489,0.110162473794549,0.0931970526521063,0,0.522388374495054,0
"781",1086,"IN","Fitzroy","Keppels South","2",10,-23.21615,150.963783333333,2014-05-02,"Fitzroy",86.4936708860759,4.5,8.75632911392405,0,8.75632911392405,63.6518987341772,0,7.87895569620253,1,"n","",NA,1.19590172035931,35,73.5913947021806,2014,"2011 - 2014",4,0.207631180588172,0.116751054852321,0.103991453944288,0,0.519183128021665,0
