"","N","P_CODE","NRM_REGION","REEF","DEPTH","VISIT_NO","LATITUDE","LONGITUDE","Date","subregion","A","AB","HC","SC","CoralCover","MA","ST","Acr","RANK","DISTURBANCE","STORM_NAME","DISTURBANCE_DATE","juv5.d.nf","juv5.abun.nf","MAprop","yr","DateRange","NumYearsInRange","Change.score.linear.mean","CoralCover.score","juv.score","ma.score","gen.composition","composition.score"
"782",1096,"IN","Fitzroy","Keppels South","2",11,-23.21615,150.963783333333,2015-05-10,"Fitzroy",85.0589622641509,5.5,9.00314465408805,0.25,9.25314465408805,55.2751572327044,0,8.31564465408805,1,"n","",NA,1.2520262533005,36,64.9845186931004,2015,"2012 - 2015",4,0.185976463600593,0.123375262054507,0.108871848113087,0,0.563152542612188,0
"783",1098,"IN","Fitzroy","Keppels South","2",12,-23.21615,150.963783333333,2016-05-24,"Fitzroy",82.375,3.75,13.4375,0.375,13.8125,40.3125,0.0625,12.25,1,"n","",NA,3.28779805714941,90,48.937784522003,2016,"2013 - 2016",4,0.298584967910222,0.184166666666667,0.285895483230384,0,0.507848978767019,0
"784",1101,"IN","Fitzroy","Keppels South","2",13,-23.21615,150.963783333333,2017-05-14,"Fitzroy",74,5.625,19.8125,0.5,20.3125,20.9375,0,18.3125,1,"n","",NA,4.12157568759544,99,28.2939189189189,2017,"2014 - 2017",4,0.311926151109228,0.270833333333333,0.358397885877864,0,0.49398711077362,0
"785",1105,"IN","Fitzroy","Keppels South","2",14,-23.21615,150.963783333333,2018-05-03,"Fitzroy",68.0399798980973,5.06328616352201,25.5166039726136,1.25512996576706,26.7717339383807,13.1668059867845,0,22.1317470742775,1,"n","",NA,8.02362413819145,182.5,19.351572423308,2018,"2015 - 2018",4,0.389837030308637,0.356956452511743,0.64454458129939,0.191028773364863,0.453436894095857,0
"786",1394,"IN","Fitzroy","Keppels South","2",NA,NA,NA,NA,"Fitzroy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,"2016 - 2019",4,0.479445269532231,0.356956452511743,0.64454458129939,0.191028773364863,NA,0
"787",1116,"IN","Fitzroy","Keppels South","2",16,-23.21615,150.963783333333,2020-05-01,"Fitzroy",52.8125,6.0625,38.1875,2.5,40.6875,38.25,0,34.25,1,"b","",2020-02-01,2.64058102765902,51,72.4260355029586,2020,"2017 - 2020",4,0.493950895679087,0.5425,0.229615741535567,0,0.425696612219792,0
"788",1118,"IN","Fitzroy","Keppels South","2",17,-23.21615,150.963783333333,2021-05-06,"Fitzroy",46.25,5.75,45.75,1.875,47.625,31.1875,0,42.6875,1,"n","",NA,1.85791438163355,26.5,67.4324324324324,2021,"2018 - 2021",4,0.506776853301992,0.635,0.161557772315961,0,0.439205235987315,0
"789",1126,"IN","Fitzroy","Keppels South","2",18,-23.21615,150.963783333333,2022-05-07,"Fitzroy",42.5691823899371,6,49.9308176100629,1.25,51.1808176100629,25.314465408805,0,47.1776729559748,1,"n","",NA,2.02395291644813,25.5,59.4666469675704,2022,"2019 - 2022",4,0.468063988694295,0.682410901467505,0.175995905778098,0,0.501909654019809,0
"790",1131,"IN","Fitzroy","Keppels South","2",19,-23.21615,150.963783333333,2023-05-19,"Fitzroy",39.5625,4.1875,52.875,3.125,56,26.5,0,51.125,1,"n","",NA,2.35893626310611,28,66.9826224328594,2023,"2020 - 2023",4,0.410408678024717,0.746666666666667,0.205124892444009,0,0.527288218489329,0
"791",1136,"IN","Fitzroy","Keppels South","2",20,-23.21615,150.963783333333,2024-05-14,"Fitzroy",63.1592649979112,6.896031841411,27.6875676000481,1.8805482113528,29.5681158114009,16.0101228389445,0,26.3097859832552,1,"b","",NA,0.623487260582654,14,25.3488111989175,2024,"2021 - 2024",4,0.410408678024717,0.394241544152012,0.0542162835289265,0,0.454829250365577,0
"792",1137,"IN","Fitzroy","Keppels South","5",1,-23.2162666666667,150.9634,2005-04-11,"Fitzroy",39.3879716981132,11.875,47.8620283018868,0.875,48.7370283018868,1.12696540880503,0,47.6120283018868,NA,NA,NA,NA,2.97204931281837,27,2.86119178068521,2005,"2002 - 2005",1,NA,0.649827044025157,0.258439070679858,0.949200428960968,0.843449797660846,0.5
"793",1143,"IN","Fitzroy","Keppels South","5",2,-23.2162666666667,150.9634,2006-09-05,"Fitzroy",46.1439375845872,14.7507911392405,38.2302712761723,0.6875,38.9177712761723,15.8145101902715,0,37.2923781944113,1,"b","",2020-02-01,2.85965132321585,28.5,34.2721298139797,2006,"2003 - 2006",2,NA,0.51890361701563,0.248665332453553,0,0.825433987398383,0.5
"794",1149,"IN","Fitzroy","Keppels South","5",3,-23.2162666666667,150.9634,2007-06-10,"Fitzroy",58.1623427672956,7.94221698113208,32.8942610062893,0.501179245283019,33.3954402515723,22.815251572327,0,32.3297955974843,1,"n","",NA,1.71218226747741,39,39.2268441861251,2007,"2004 - 2007",3,0,0.445272536687631,0.148885414563253,0,0.836485940465703,0.5
"795",1154,"IN","Fitzroy","Keppels South","5",4,-23.2162666666667,150.9634,2008-04-27,"Fitzroy",57.8125,9.375,32.1875,0.4375,32.625,13.125,0,31.375,1,"d","",NA,1.48529299514631,33,22.7027027027027,2008,"2005 - 2008",4,0,0.435,0.129155912621418,0.057810217476815,0.790500434847844,0
"796",1159,"IN","Fitzroy","Keppels South","5",5,-23.2162666666667,150.9634,2009-05-19,"Fitzroy",53.8132911392405,10.75,34.5617088607595,0.5625,35.1242088607595,17.4596518987342,0,33.8117088607595,1,"n","",NA,1.20853372795659,24.5,32.4448691561305,2009,"2006 - 2009",4,0.125797682381692,0.468322784810127,0.10508988938753,0,0.811652280209305,0.5
"797",1165,"IN","Fitzroy","Keppels South","5",6,-23.2162666666667,150.9634,2010-05-26,"Fitzroy",46.375,21,31,0.875,31.875,8.125,0,30.0625,1,"d","",NA,1.47983721790603,20.5,17.5202156334232,2010,"2007 - 2010",4,0.0943482617862688,0.425,0.12868149720922,0.290636148065232,0.78385111943865,0
"798",1167,"IN","Fitzroy","Keppels South","5",7,-23.2162666666667,150.9634,2011-05-12,"Fitzroy",55.3462602499801,16.063286163522,27.4013762837354,0.5,27.9013762837354,7.58538332935276,0,26.3384832019744,1,"d","",NA,1.45406477197621,27.5,13.7053222658445,2011,"2008 - 2011",4,0.0943482617862688,0.372018350449805,0.126440414954453,0.462022219372028,0.784632028317227,0
"799",1175,"IN","Fitzroy","Keppels South","5",8,-23.2162666666667,150.9634,2012-05-12,"Fitzroy",60.5893489769923,13.375393081761,25.7223648594857,0.0625,25.7848648594857,39.3506140036621,0,25.0973648594857,1,"n","",NA,1.03893734447391,23,64.946421554397,2012,"2009 - 2012",4,0.0943482617862688,0.343798198126476,0.09034237778034,0,0.76239364525101,0
"800",1180,"IN","Fitzroy","Keppels South","5",9,-23.2162666666667,150.9634,2013-05-21,"Fitzroy",56.5412735849057,16.125,26.2087264150943,0.1875,26.3962264150943,22.8911163522013,0,25.2700471698113,1,"n","",NA,1.16337248661978,22,40.4856751552061,2013,"2010 - 2013",4,0.0402434970724886,0.351949685534591,0.101162824923459,0,0.798212732254329,0.5
"801",1186,"IN","Fitzroy","Keppels South","5",10,-23.2162666666667,150.9634,2014-05-02,"Fitzroy",60.7885220125786,15.5,23.3364779874214,0,23.3364779874214,35.5852987421384,0,22.5239779874214,1,"n","",NA,0.864413297320671,18,58.5395031232622,2014,"2011 - 2014",4,0.0402434970724886,0.311153039832285,0.0751663736800584,0,0.751783525991909,0
"802",1191,"IN","Fitzroy","Keppels South","5",11,-23.2162666666667,150.9634,2015-05-10,"Fitzroy",51.5625,18.375,29.6875,0.0625,29.75,35.1875,0.125,29.125,1,"n","",NA,1.33690466341248,23,68.2424242424242,2015,"2012 - 2015",4,0.178173063087375,0.396666666666667,0.116252579427172,0,0.816277729395584,0.5
"803",1195,"IN","Fitzroy","Keppels South","5",12,-23.2162666666667,150.9634,2016-05-24,"Fitzroy",50.5,14.0625,34.625,0.625,35.25,20.9375,0,33.6875,1,"n","",NA,1.93792141362474,33.5,41.460396039604,2016,"2013 - 2016",4,0.302471258959677,0.47,0.168514905532586,0,0.804025888364543,0.5
"804",1197,"IN","Fitzroy","Keppels South","5",13,-23.2162666666667,150.9634,2017-05-14,"Fitzroy",48.1875,18.25,33.125,0.3125,33.4375,16.5,0,31.3125,1,"n","",NA,2.50783873600283,40,34.2412451361868,2017,"2014 - 2017",4,0.262227761887189,0.445833333333333,0.218072933565463,0,0.753079740905357,0
"805",1201,"IN","Fitzroy","Keppels South","5",14,-23.2162666666667,150.9634,2018-05-03,"Fitzroy",51.6875,16.5625,30.6875,0.4375,31.125,9.625,0,29.75,1,"n","",NA,1.87902079625299,32.5,18.6215235792019,2018,"2015 - 2018",4,0.262227761887189,0.415,0.163393112717652,0.241159315048068,0.81405638786234,0.5
"806",1395,"IN","Fitzroy","Keppels South","5",NA,NA,NA,NA,"Fitzroy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,"2016 - 2019",4,0.165730927829736,0.415,0.163393112717652,0.241159315048068,NA,0.5
"807",1207,"IN","Fitzroy","Keppels South","5",16,-23.2162666666667,150.9634,2020-05-01,"Fitzroy",42.8125,17.875,38.6875,0.3125,39,23.8125,0,37.625,1,"b","",2020-02-01,1.519266592796,22.5,55.6204379562044,2020,"2017 - 2020",4,0,0.52,0.132110138504,0,0.818737969588025,0.5
"808",1213,"IN","Fitzroy","Keppels South","5",17,-23.2162666666667,150.9634,2021-05-06,"Fitzroy",48.6875,16.5,33.5625,0.625,34.1875,21.9375,0,33.0625,1,"b","",2020-02-01,1.10157186798413,16.5,45.0577663671374,2021,"2018 - 2021",4,0,0.455833333333333,0.0957888580855769,0,0.825653687845746,0.5
"809",1220,"IN","Fitzroy","Keppels South","5",18,-23.2162666666667,150.9634,2022-05-07,"Fitzroy",46.6875,16.1875,35.75,0.5625,36.3125,14.8125,0,34.4375,1,"n","",NA,2.21689434067466,32,31.7269076305221,2022,"2019 - 2022",4,0.39349389185096,0.484166666666667,0.192773420928231,0,0.75237408589863,0
"810",1226,"IN","Fitzroy","Keppels South","5",19,-23.2162666666667,150.9634,2023-05-19,"Fitzroy",46.5727201257862,15.750393081761,36.7393867924528,0.5625,37.3018867924528,19.189072327044,0,35.9268867924528,1,"n","",NA,2.29329597008796,33,41.2023868805969,2023,"2020 - 2023",4,0.310503840282627,0.497358490566038,0.199417040877214,0,0.80546539049288,0.5
"811",1227,"IN","Fitzroy","Keppels South","5",20,-23.2162666666667,150.9634,2024-05-14,"Fitzroy",64.5464061811481,13.314072327044,21.388327224292,0.3125,21.700827224292,21.7462619677122,0,19.8875410607699,1,"b","",NA,1.36700743865994,29,33.6908950541441,2024,"2021 - 2024",4,0.310503840282627,0.289344362990559,0.118870212057386,0,0.6779247235,0
"812",4,"IN","Wet Tropics","King","2",1,-17.7740833333333,146.158483333333,2005-08-12,"Tully",94.375,2.0625,3.5,0.0625,3.5625,58.625,0,1.1875,NA,NA,NA,NA,0.850614934210961,13.5,62.1192052980132,2005,"2002 - 2005",1,NA,0.0475,0.0739665160183444,0,-0.428557864932814,0.5
"813",14,"IN","Wet Tropics","King","2",2,-17.7740833333333,146.158483333333,2006-05-25,"Tully",89.125,7.75,2.3125,0,2.3125,18.875,0,0.1875,1,"s","Larry",2020-03-19,1.46723770080686,22.5,21.1781206171108,2006,"2003 - 2006",2,NA,0.0308333333333333,0.127585887026683,0.108209435865137,-0.513041230131182,0.5
"814",1396,"IN","Wet Tropics","King","2",NA,NA,NA,NA,"Tully",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,"2004 - 2007",3,NA,0.0308333333333333,0.127585887026683,0.108209435865137,NA,0.5
"815",43,"IN","Wet Tropics","King","2",4,-17.7740833333333,146.158483333333,2008-09-17,"Tully",97.9375,1.5625,0.5,0,0.5,79.875,0,0,1,"n","",NA,0.391677711111814,13,81.5571155073389,2008,"2005 - 2008",4,0,0.00666666666666667,0.0340589314010273,0,-0.302120133855526,1
"816",1397,"IN","Wet Tropics","King","2",NA,NA,NA,NA,"Tully",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"2006 - 2009",4,0,0.00666666666666667,0.0340589314010273,0,NA,1
"817",61,"IN","Wet Tropics","King","2",6,-17.7740833333333,146.158483333333,2010-06-05,"Tully",86.5625,11.0625,1.8125,0,1.8125,51.25,0,0.375,1,"n","",NA,0.609185506351764,17.5,59.2057761732852,2010,"2007 - 2010",4,0.5,0.0241666666666667,0.0529726527262403,0,-0.452190049340859,0.5
"818",1398,"IN","Wet Tropics","King","2",NA,NA,NA,NA,"Tully",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"2008 - 2011",4,0.5,0.0241666666666667,0.0529726527262403,0,NA,0.5
"819",75,"IN","Wet Tropics","King","2",8,-17.7740833333333,146.158483333333,2012-08-16,"Tully",85.875,13.0625,0.8125,0,0.8125,58.625,0,0.125,1,"s","Yasi",2020-02-02,0.322493335041896,9,68.2678311499272,2012,"2009 - 2012",4,1,0.0108333333333333,0.0280428986992953,0,-0.399494140714027,0.5
"820",1399,"IN","Wet Tropics","King","2",NA,NA,NA,NA,"Tully",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"2010 - 2013",4,1,0.0108333333333333,0.0280428986992953,0,NA,0.5
"821",94,"IN","Wet Tropics","King","2",10,-17.7740833333333,146.158483333333,2014-07-16,"Tully",96.3125,1.9375,1.125,0,1.125,68.9375,0,0.125,1,"n","",NA,0.586274965694253,19,71.5768981181051,2014,"2011 - 2014",4,0.254426234715004,0.015,0.0509804317995002,0,-0.292026508362269,1
"822",210,"IN","Wet Tropics","King","5",1,-17.7744166666667,146.158933333333,2005-08-12,"Tully",70.0625,14.3125,14.9375,0.375,15.3125,35.875,0,2.25,NA,NA,NA,NA,10.8799679857675,129.5,51.2042818911686,2005,"2002 - 2005",1,NA,0.204166666666667,0.848569141840533,0,-0.374630067511833,1
"823",229,"IN","Wet Tropics","King","5",2,-17.7744166666667,146.158933333333,2006-05-25,"Tully",70.5,19.125,8.4375,0.625,9.0625,3.1875,0,1.25,1,"s","Larry",2020-03-19,7.69410328233858,90,4.52127659574468,2006,"2003 - 2006",2,NA,0.120833333333333,0.621007377309898,0.883383101563348,-0.477449788019192,0.5
"824",1410,"IN","Wet Tropics","King","5",NA,NA,NA,NA,"Tully",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,"2004 - 2007",3,NA,0.120833333333333,0.621007377309898,0.883383101563348,NA,0.5
"825",257,"IN","Wet Tropics","King","5",4,-17.7744166666667,146.158933333333,2008-09-04,"Tully",73.1875,15.625,9.1875,0.625,9.8125,25.8125,0,1.3125,1,"n","",NA,2.44593248858212,61,35.269000853971,2008,"2005 - 2008",4,0.270245634698243,0.130833333333333,0.212689781615837,0,-0.501248213177271,0.5
"826",1411,"IN","Wet Tropics","King","5",NA,NA,NA,NA,"Tully",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"2006 - 2009",4,0.270245634698243,0.130833333333333,0.212689781615837,0,NA,0.5
"827",277,"IN","Wet Tropics","King","5",6,-17.7744166666667,146.158933333333,2010-06-05,"Tully",65.875,17.9375,15,0.1875,15.1875,28.875,0,1.4375,1,"n","",NA,8.49500977378215,179.5,43.8330170777989,2010,"2007 - 2010",4,0.635122817349121,0.2025,0.678214983841582,0,-0.479655967945114,0.5
"828",1412,"IN","Wet Tropics","King","5",NA,NA,NA,NA,"Tully",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"2008 - 2011",4,0.635122817349121,0.2025,0.678214983841582,0,NA,0.5
"829",305,"IN","Wet Tropics","King","5",8,-17.7744166666667,146.158933333333,2012-08-16,"Tully",71.1875,17.4375,10.5625,0.375,10.9375,32.1875,0.125,0.9375,1,"s","Yasi",2020-02-02,5.09778136677754,123.5,45.2151009657594,2012,"2009 - 2012",4,1,0.145833333333333,0.435555811912682,0,-0.464503255888807,0.5
"830",1413,"IN","Wet Tropics","King","5",NA,NA,NA,NA,"Tully",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"2010 - 2013",4,1,0.145833333333333,0.435555811912682,0,NA,0.5
"831",327,"IN","Wet Tropics","King","5",10,-17.7744166666667,146.158933333333,2014-07-16,"Tully",61.25,21.75,12.5625,2.5,15.0625,21.3125,0.125,1.75,1,"n","",NA,13.2710855720166,277,34.7959183673469,2014,"2011 - 2014",4,0.453844645349428,0.200833333333333,1,0,-0.512276261783058,0.5
"832",492,"IN","Burdekin","Lady Elliot","2",1,-18.67985,146.332466666667,2005-05-20,"Burdekin",72.0625,0.1875,20.25,0.25,20.5,36.3125,0,8,NA,NA,NA,NA,1.01619673903252,11.5,50.3902862098873,2005,"2002 - 2005",1,NA,0.273333333333333,0.0883649338289147,0,-0.165314993485724,0.5
"833",495,"IN","Burdekin","Lady Elliot","2",2,-18.67985,146.332466666667,2006-08-23,"Burdekin",68.3954402515723,0.0625,25.0306603773585,0.377358490566038,25.4080188679245,26.1670597484277,0,12.8309748427673,1,"n","",NA,4.16332832695822,47.5,38.258485729721,2006,"2003 - 2006",2,0.449691505535087,0.33877358490566,0.36202855017028,0,-0.0838529263223618,0.5
"834",1424,"IN","Burdekin","Lady Elliot","2",NA,NA,NA,NA,"Burdekin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,"2004 - 2007",3,0.449691505535087,0.33877358490566,0.36202855017028,0,NA,0.5
"835",509,"IN","Burdekin","Lady Elliot","2",4,-18.67985,146.332466666667,2008-09-16,"Burdekin",57.4375,0.125,37.375,0.125,37.5,36.0625,0.0625,22.125,1,"n","",NA,3.55487528582395,64,62.7856365614799,2008,"2005 - 2008",4,0.503796499384963,0.5,0.309119590071648,0,-0.0414742558234657,0.5
"836",1425,"IN","Burdekin","Lady Elliot","2",NA,NA,NA,NA,"Burdekin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"2006 - 2009",4,0.503796499384963,0.5,0.309119590071648,0,NA,0.5
"837",522,"IN","Burdekin","Lady Elliot","2",6,-18.67985,146.332466666667,2010-07-15,"Burdekin",59.75,0.5625,26.125,0,26.125,27.8125,0,13.3125,1,"u","",NA,9.75002715409561,201,46.5481171548117,2010,"2007 - 2010",4,0.27895074661742,0.348333333333333,0.767859082435401,0,-0.0591981098867967,0.5
"838",1426,"IN","Burdekin","Lady Elliot","2",NA,NA,NA,NA,"Burdekin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"2008 - 2011",4,0.27895074661742,0.348333333333333,0.767859082435401,0,NA,0.5
"839",536,"IN","Burdekin","Lady Elliot","2",8,-18.67985,146.332466666667,2012-06-22,"Burdekin",88.375,1.625,4.375,0,4.375,34.5625,0,0.9375,1,"s","Yasi",2020-02-02,13.6677941079375,410,39.1089108910891,2012,"2009 - 2012",4,0,0.0583333333333333,1,0,-0.27447259447504,0
"840",1427,"IN","Burdekin","Lady Elliot","2",NA,NA,NA,NA,"Burdekin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"2010 - 2013",4,0,0.0583333333333333,1,0,NA,0
"841",544,"IN","Burdekin","Lady Elliot","2",10,-18.67985,146.332466666667,2014-05-25,"Burdekin",72.75,6.0625,8.4375,0.375,8.8125,14.1875,0.25,2.375,1,"n","",NA,22.7227797483069,564,19.5017182130584,2014,"2011 - 2014",4,0.578696748196563,0.1175,1,0.206640545363102,-0.199985301814353,0.5
"842",1428,"IN","Burdekin","Lady Elliot","2",NA,NA,NA,NA,"Burdekin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,"2012 - 2015",4,0.578696748196563,0.1175,1,0.206640545363102,NA,0.5
"843",555,"IN","Burdekin","Lady Elliot","2",12,-18.67985,146.332466666667,2016-05-10,"Burdekin",58,2.75,19.3125,0.1875,19.5,14.9375,0,8.8125,1,"n","",NA,11.9776249198343,236.5,25.7543103448276,2016,"2013 - 2016",4,0.789348374098282,0.26,0.926973208559592,0,-0.0609190115457912,0.5
"844",1429,"IN","Burdekin","Lady Elliot","2",NA,NA,NA,NA,"Burdekin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,"2014 - 2017",4,0.789348374098282,0.26,0.926973208559592,0,NA,0.5
"845",568,"IN","Burdekin","Lady Elliot","2",14,-18.67985,146.332466666667,2018-06-13,"Burdekin",48.3125,2.5,25.0625,0.5,25.5625,24.125,0.125,14.875,1,"n","",NA,3.74034294328246,60.5,49.9353169469599,2018,"2015 - 2018",4,0.664713906398013,0.340833333333333,0.325247212459344,0,0.0287637846116551,1
"846",1430,"IN","Burdekin","Lady Elliot","2",NA,NA,NA,NA,"Burdekin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,"2016 - 2019",4,0.664713906398013,0.340833333333333,0.325247212459344,0,NA,1
"847",579,"IN","Burdekin","Lady Elliot","2",16,-18.67985,146.332466666667,2020-04-04,"Burdekin",53.5625,3.5,22.5,0.0625,22.5625,7.0625,0.0625,12.75,1,"b","",2020-02-01,4.62788633963814,77,13.1855309218203,2020,"2017 - 2020",4,0.329427812796026,0.300833333333333,0.401991881402725,0.579732384719476,0.0829985263287421,1
"848",585,"IN","Burdekin","Lady Elliot","2",17,-18.67985,146.332466666667,2021-05-12,"Burdekin",48,1.6875,22.6875,0.0625,22.75,11.0625,0,14.5,1,"n","",NA,3.08068152291714,48,23.046875,2021,"2018 - 2021",4,0.21557274383362,0.303333333333333,0.267885349818882,0,0.092358743784205,1
"849",590,"IN","Burdekin","Lady Elliot","2",18,-18.67985,146.332466666667,2022-06-15,"Burdekin",55.125,1.4375,26.5625,0,26.5625,22.375,0,17.5625,1,"n","",NA,1.63953128310435,25.5,40.5895691609977,2022,"2019 - 2022",4,0.227994210316153,0.354166666666667,0.142567937661248,0,0.16781538317206,1
"850",595,"IN","Burdekin","Lady Elliot","2",19,-18.67985,146.332466666667,2023-05-27,"Burdekin",37.3502358490566,1.62657232704403,30.5554245283019,0.0625,30.6179245283019,15.1430817610063,0,20.7873427672956,1,"n","",NA,3.17297908155258,35.5,40.5434702533178,2023,"2020 - 2023",4,0.280928899788005,0.408238993710692,0.275911224482833,0,0.238281753195816,1
"851",606,"IN","Burdekin","Lady Elliot","2",20,-18.67985,146.332466666667,2024-06-02,"Burdekin",35.7116407282778,1.3801551295918,28.179778572287,0.125,28.304778572287,10.4137924127709,0,18.305326883788,1,"u","",NA,3.18604914519655,38.5,29.1607783915816,2024,"2021 - 2024",4,0.210696674841004,0.377397047630493,0.277047751756221,0,0.226312002589452,1
"852",610,"IN","Burdekin","Lady Elliot","5",1,-18.6801666666667,146.333033333333,2005-05-20,"Burdekin",33.375,17.5625,45.1875,0,45.1875,1.8125,0.1875,1.6875,NA,NA,NA,NA,5.63599798893916,33.5,5.43071161048689,2005,"2002 - 2005",1,NA,0.6025,0.473999856352798,0.738404268293173,-0.453966030713803,0.5
"853",619,"IN","Burdekin","Lady Elliot","5",2,-18.6801666666667,146.333033333333,2006-08-23,"Burdekin",41.5619167173869,14.5529519172246,39.878347534997,0.25,40.128347534997,0.503195374315277,0.563679245283019,2.50874923919659,1,"u","",NA,7.94438324358067,57,1.21071262843076,2006,"2003 - 2006",2,0,0.535044633799959,0.638884517398619,1,-0.342977515942359,1
