fid,DHW,maxhs,HIR,SSTA,SSTA_SD,SSTA_freq,SSTA_freq_SD,LAT,LON,Depth,Year,Month,Seve,Seve2,DIST_M,DIST_L,PAR,kd490,ECOREGION,Site,wind,ONI,cyclone_100,cyclone_200,cyclone
35114,10.8329,1.74,0.144438,2.67484,0.529389,111,50.9646,-16.87431526,146.2129669,-12.63664007,2017,3,0.999832,3,nan,23,46.696,0.56,20143,Moore Reef,1.78519,0.05,0,0,1
35115,8.03429,1.6,0.118151,2.45968,0.485872,101,50.6858,-17.94563866,146.7947235,-19.11174774,2017,3,0.999832,3,nan,58,47.596,0.514,20143,Moss Reef,1.7941,0.05,0,0,1
35116,7.34286,1.64,0.0917857,2.42581,0.515596,96,47.1846,-17.52473259,146.517746,-1.304764628,2017,3,0.999832,3,nan,41,45.126,0.57,20143,Nathan Reef,1.59231,0.05,0,0,1
35118,8.32571,1.72,0.114051,2.59936,0.536435,98,48.2123,-17.12631226,146.4685822,-4.791071892,2017,3,0.999832,3,nan,48,48.426,0.396,20143,Noggin Reef,1.66552,0.05,0,0,1
35120,9.22286,1.83,0.13563,2.64968,0.548284,140,42.8148,-18.60209465,146.4874573,-9.189182281,2017,3,0.999832,3,0.520299,0,47.252,0.88,20143,Orpheus (Goolboddi) Island Reef (No 1),1.12002,0.05,0,0,1
35122,9.10857,1.76,0.13395,2.58968,0.536656,137,42.0465,-18.65820313,146.489151,-0.613930225,2017,3,0.999832,3,0.763274,0,47.732,1.074,20143,Orpheus (Goolboddi) Island Reef (No 3),1.12002,0.05,0,0,1
35123,9.10857,1.76,0.13395,2.58968,0.536656,137,42.0465,-18.63929176,146.5060272,-9.242817879,2017,3,0.999832,3,0.73622,0,47.12,0.852,20143,Orpheus (Goolboddi) Island Reef (No 4),1.58242,0.05,0,0,1
35125,8.59429,1.71,0.119365,2.43936,0.49209,109,46.1754,-18.05222702,146.5588684,-12.94366646,2017,3,0.999832,3,nan,30,48.198,0.538,20143,Otter Reef,1.70957,0.05,0,0,1
35126,8.64429,1.83,0.108054,2.45871,0.526728,100,47.0267,-17.48226547,146.3911285,-4.469258785,2017,3,0.999832,3,nan,31,47.682,0.46,20143,Peart Reef,1.37152,0.05,0,0,1
35127,9.23572,1.87,0.135819,2.68968,0.562273,141,43.1642,-18.5564518,146.4889069,-13.10251045,2017,3,0.999832,3,3.12385,0,46.732,0.696,20143,Pelorus (North Palm or Yanooa) Reef,1.12002,0.05,0,0,1
35129,8.11857,1.56,0.099007,2.44065,0.517879,99,48.8819,-17.69752693,146.5444031,-5.595603943,2017,3,0.999832,3,nan,42,47.184,0.576,20143,Potter Reef (No 1),1.59231,0.05,0,0,1
35130,8.11857,1.56,0.099007,2.44065,0.517879,99,48.8819,-17.72473907,146.5545044,-12.83639526,2017,3,0.999832,3,nan,44,46.38,0.63,20143,Potter Reef (No 2),1.59231,0.05,0,0,1
35133,7.40143,1.46,0.0948901,2.49355,0.628737,97,45.2596,-15.60728073,145.5150757,-1.299772024,2017,3,0.999832,3,nan,20,48.95,0.944,20142,Rosser Reef,1.57724,0.05,0,0,0
35134,7.53715,1.73,0.114199,2.50032,0.491031,107,49.8326,-18.43182755,147.0580902,-2.109297037,2017,3,0.999832,3,nan,51,46.764,0.39,20143,Roxburgh Reef,1.86312,0.05,0,0,1
35135,10.26,1.82,0.138649,2.79806,0.54329,118,47.7896,-17.07360649,146.1849976,-2.055661678,2017,3,0.999832,3,nan,21,48.388,0.38,20143,Scott Reef,1.68837,0.05,0,0,1
35136,5.33429,1.54,0.0796163,2.17258,0.472467,87,47.9373,-18.65759468,147.5656738,-1.733848572,2017,3,0.999832,3,nan,74,46.648,0.33,20143,Spoon Reef (North),1.95436,0.05,0,0,1
35138,7.60714,1.6,0.0950893,2.46613,0.51713,96,46.7189,-17.83285522,146.5495148,-4.683800697,2017,3,0.999832,3,nan,42,47.624,0.552,20143,Taylor Reef,1.65685,0.05,0,0,1
35139,10.1129,1.74,0.134838,2.6971,0.538862,111,50.9985,-16.80299377,146.1808624,-14.16525126,2017,3,0.999832,3,nan,23,46.948,0.614,20143,Thetford Reef,1.78519,0.05,0,0,1
35140,7.92143,1.86,0.11823,2.55064,0.510089,98,48.099,-18.35411644,146.8318176,-16.96632767,2017,3,0.999832,3,nan,42,45.122,0.382,20143,Trunk Reef,1.79681,0.05,0,0,1
35144,8.34429,1.59,0.12271,2.43839,0.496567,98,47.5009,-17.96941948,146.6003571,-7.526481628,2017,3,0.999832,3,nan,39,47.17,0.682,20143,U/N Reef,1.65685,0.05,0,0,1
35146,8.19,1.75,0.122239,2.57516,0.481024,98,50.0475,-18.26096916,146.8980713,-2.5383811,2017,3,0.999832,3,nan,52,46.814,0.56,20143,U/N Reef,1.79681,0.05,0,0,1
35147,8.11286,1.7,0.121087,2.52484,0.464356,99,50.9888,-18.13350868,146.9667358,-17.3417778,2017,3,0.999832,3,nan,67,48.258,0.332,20143,U/N Reef,1.81042,0.05,0,0,1
35148,8.07001,1.77,0.118677,2.53613,0.531958,104,46.8696,-18.32501411,146.7446442,-11.65641499,2017,3,0.999832,3,nan,36,44.28,0.692,20143,Walker Reef,1.69414,0.05,0,0,1
35152,3.79429,1.51,0.0583737,2.24323,0.521573,85,43.0716,-18.95594597,147.6944733,-15.94725418,2017,3,0.666611,2,nan,49,43.822,0.442,20143,(Little) Broadhurst Reef,1.91263,0.05,0,1,1
35155,4.32,1.53,0.0644777,2.18323,0.506775,77,45.9817,-18.8224926,147.6448364,-14.49909592,2017,3,0.666611,2,nan,59,45.282,0.372,20143,Davies Reef,1.91263,0.05,0,1,1
35158,5.53,1.56,0.0837879,2.28516,0.494694,87,48.4124,-18.62554359,147.4259644,-14.28455353,2017,3,0.666611,2,nan,75,44.242,0.348,20143,Grub Reef,1.90244,0.05,0,0,1
35159,7.79858,1.74,0.11816,2.4929,0.490755,107,49.8548,-18.43645859,146.9900665,-18.25358009,2017,3,0.666611,2,nan,47,47.618,0.594,20143,Kelso Reef,1.79681,0.05,0,0,1
35161,7.19143,1.54,0.0971815,2.17774,0.474208,96,49.838,-18.26569939,147.3842468,-6.400136471,2017,3,0.666611,2,nan,90,48.132,0.242,20143,Myrmidon Reef,1.93318,0.05,0,0,1
35173,3.89286,1.4,0.102444,1.92871,0.394746,97,39.6556,-29.92916667,153.3906333,-4.348372936,2017,3,0.666611,2,nan,12,39.4,2.0180001,20202,North Solitary,2.12543,0.05,0,0,1
35175,6.50572,1.61,0.0942858,2.30742,0.412151,146,45.338,-20.08108711,148.8926849,-2.207196116,2017,3,0.666611,2,6.75701,1,39.092,0.522,20143,Black Island Reef,3.15915,0.05,1,1,1
35176,1.50429,1.41,0.0218012,2.03968,0.397484,89,44.0453,-19.43570137,148.8544312,-13.15673351,2017,3,0.666611,2,nan,67,43.226,0.404,20143,Cobham Reef (South),2.43264,0.05,1,1,1
35177,1.13286,1.31,0.0177009,1.91678,0.38243,85,40.3466,-19.53862,148.9433594,-12.71791649,2017,3,0.666611,2,nan,56,43.638,0.672,20143,Fairey Reef (No 1),2.54931,0.05,1,1,1
35178,2.12857,1.43,0.0308489,2.06774,0.41122,96,46.5174,-19.37535858,148.7792053,-11.28897285,2017,3,0.666611,2,nan,74,43.108,0.474,20143,Gould Reef (No 1),2.43264,0.05,1,1,1
35179,1.96429,1.43,0.0284679,2.05065,0.398305,90,43.5753,-19.4530983,148.7893219,-17.12768173,2017,3,0.666611,2,nan,65,42.992,0.518,20143,Gould Reef (No 5),2.43264,0.05,1,1,1
35180,1.43572,1.31,0.0208075,1.93,0.373813,78,45.1098,-19.45158958,149.1563416,-17.51259995,2017,3,0.666611,2,nan,70,43.214,0.398,20143,Kennedy Reef,2.56093,0.05,1,1,1
35181,1.95,1.41,0.0304688,2.03161,0.395692,90,41.8724,-19.4805069,148.8240814,-3.405932903,2017,3,0.666611,2,nan,62,43.654,0.514,20143,Martin Reef,2.54931,0.05,1,1,1
35182,1.27286,1.32,0.0198884,1.91387,0.372162,78,41.7211,-19.49880409,149.053772,-2.454138517,2017,3,0.666611,2,nan,63,43.04,0.426,20143,Net Reef,2.75099,0.05,1,1,1
35183,3.50286,1.37,0.0564978,2.08581,0.455304,102,41.1408,-19.38344193,148.0894318,-8.097410202,2017,3,0.666611,2,nan,45,46.126,0.452,20143,Old Reef,2.00373,0.05,0,1,1
35184,1.28,1.33,0.02,1.92484,0.379475,86,41.6241,-19.5239315,148.9789429,-19.55197334,2017,3,0.666611,2,nan,58,43.978,0.43,20143,Seagull Reef,2.54931,0.05,1,1,1
35185,4.22,1.42,0.0703334,2.13774,0.358625,143,44.9005,-21.1026268,149.9355469,-16.9434166,2017,3,0.666611,2,nan,10,41.26,0.74,20143,Snare Peak Reef,5.18065,0.05,0,1,1
35186,2.70143,1.36,0.0435714,2.00355,0.442653,98,42.0366,-19.29451752,148.0796814,-18.67433929,2017,3,0.666611,2,nan,53,44.936,0.386,20143,Stanley Reef,2.00373,0.05,0,1,1
35188,0.648572,1.21,0.0101339,1.84903,0.39665,76,42.1745,-19.58856964,149.2371979,-5.658066273,2017,3,0.666611,2,nan,60,44.672,0.54,20143,U/N Reef,2.75099,0.05,1,1,1
35190,0.622857,1.25,0.0479121,1.64226,0.416581,72,42.8159,-19.69139862,149.5381165,-3.735709667,2017,3,0.666611,2,nan,72,42.22,0.55,20143,U/N Reef,3.29186,0.05,1,1,1
35191,2.25857,1.38,0.032733,1.98871,0.396678,94,43.3054,-19.42391014,148.6594238,-16.22322941,2017,3,0.666611,2,nan,65,42.194,0.58,20143,Wallaby Reef,2.32025,0.05,1,1,1
35192,0.965715,1.28,0.0150893,1.89194,0.368444,74,42.7179,-19.50007629,149.119339,-1.492960215,2017,3,0.666611,2,nan,64,44.138,0.43,20143,Wansfell Reef,2.75099,0.05,1,1,1
35196,9.22429,1.82,0.124653,2.59871,0.530564,95,47.7046,-17.1891,146.37271,-2,2017,3,0.999832,3,nan,38,48.488,0.472,20143,Cairns GBR,1.66552,0.05,0,0,1
35197,3.93571,1.49,0.0634792,2.05097,0.414624,93,40.7466,-20.57020569,150.1259766,-1.941510081,2017,3,0.000167504,0,nan,53,44.276,0.562,20143,(Big) Stevens Reef,5.02484,0.05,0,1,1
35198,3.77572,1.41,0.111051,1.92387,0.381403,94,39.9838,-20.6812706,150.2307282,-2.774531364,2017,3,0.000167504,0,nan,50,40.93,0.676,20143,Cole Reefs (No2),5.02484,0.05,0,1,1
35199,3.81714,1.44,0.112269,1.92194,0.383599,93,40.619,-20.65514565,150.2871399,-2.19782424,2017,3,0.000167504,0,nan,56,40.532,0.726,20143,Cole Reefs (No3),5.19137,0.05,0,1,1
35200,3.77143,1.48,0.0639225,2.06,0.411879,95,42.3358,-20.51556396,150.2419128,-1.685195804,2017,3,0.000167504,0,nan,66,43.156,0.986,20143,Liff Reef,5.02484,0.05,0,1,1
35201,3.19143,1.38,0.09671,1.8429,0.358743,86,40.7952,-20.71710205,150.4682312,-1.813352942,2017,3,0.000167504,0,nan,67,40.978,0.742,20143,McIntyre Reef,5.19137,0.05,0,1,1
35202,3.19143,1.48,0.0550247,2.04903,0.394372,85,41.041,-20.3427887,150.1325531,-1.749274373,2017,3,0.000167504,0,nan,70,44.016,0.752,20143,Robertson Reefs (No 1),4.82793,0.05,1,1,1
35203,1.98,1.42,0.0353572,1.76034,0.381764,71,35.0916,-20.01020241,149.7245941,-1.877431512,2017,3,0.000167504,0,nan,63,42.394,0.77,20143,Tideway Reef (No 1),4.07824,0.05,1,1,1
35204,0.96,1.37,0.0685715,1.6669,0.390411,69,40.2041,-19.81144524,149.667984,-0.91625315,2017,3,0.000167504,0,nan,70,43.568,0.524,20143,U/N Reef,3.65114,0.05,1,1,1
35205,4.33143,1.44,0.0687528,2.1329,0.412417,114,40.0293,-21.12298584,150.4814606,-2.13374567,2017,3,0.000167504,0,nan,45,39.706,0.608,20143,U/N Reef,5.15426,0.05,0,1,1
35206,6.27571,1.53,0.102881,2.22161,0.370965,155,48.2419,-20.7711544,149.6203156,-4.316800117,2017,3,0.999832,3,nan,0,43.44,0.728,20143,Calder Reef,4.87549,0.05,0,1,1
35207,6.19714,1.55,0.101592,2.38226,0.390904,151,47.5201,-20.77874756,149.3975372,-5.45794487,2017,3,0.999832,3,nan,0,41.634,0.64,20143,Cockermouth Reef,4.52815,0.05,1,1,1
35208,6.14286,1.54,0.0990784,2.46097,0.44917,146,44.7438,-20.67612839,149.141037,-0.595860362,2017,3,0.999832,3,nan,1,40.072,1.638,20143,Farrier Reef,3.95207,0.05,1,1,1
35209,6.24001,1.55,0.100645,2.42,0.428214,149,45.5283,-20.69828606,149.206543,-12.64262962,2017,3,0.999832,3,nan,0,39.938,0.72600001,20143,Solder Reef,3.95207,0.05,1,1,1
35210,3.76286,1.56,0.0616862,2.17,0.426964,96,40.2906,-20.56435394,150.0518646,-1.813352942,2017,3,0.333389,1,nan,50,43.794,0.548,20143,(Little) Stevens Reef,5.02484,0.05,0,1,1
35211,3.03857,1.5,0.0523891,2.06,0.39582,87,41.3425,-20.34207344,150.1979523,-8.926073074,2017,3,0.333389,1,nan,75,43.606,0.758,20143,Bax Reef,4.82793,0.05,1,1,1
35212,1.36857,1.24,0.021384,1.85,0.406433,86,40.4881,-19.69941521,149.3734436,-7.195951939,2017,3,0.333389,1,nan,59,44.26,0.696,20143,Block Reef,2.9923,0.05,1,1,1
35213,3.60429,1.54,0.0621429,2.09903,0.403363,91,42.5776,-20.46800613,150.2905426,-3.094924212,2017,3,0.333389,1,nan,73,41.878,0.724,20143,Boulton Reef,5.02248,0.05,0,1,1
35214,3.64429,1.4,0.107185,1.97484,0.370209,94,40.4751,-20.81850624,150.3760834,-2.261902809,2017,3,0.333389,1,nan,53,40.386,0.998,20143,Chauvel Reefs (North),5.20368,0.05,0,1,1
35216,0.791429,1.29,0.0247322,1.70903,0.407531,81,40.8643,-19.74379349,149.4855042,-6.619244576,2017,3,0.333389,1,nan,64,43.288,0.636,20143,Circular Quay Reef,3.35187,0.05,1,1,1
35217,3.80857,1.42,0.108816,1.9429,0.384606,91,40.05,-20.70088959,150.1860962,-2.005588531,2017,3,0.333389,1,nan,45,41.994,0.658,20143,Cole Reefs (No1),5.02484,0.05,0,1,1
35218,2.06286,1.46,0.0368368,1.86323,0.394617,76,39.4645,-20.12045288,150.0096741,-7.644501686,2017,3,0.333389,1,nan,81,44.192,0.676,20143,Edgell Reefs (No 4),4.51779,0.05,1,1,1
35219,2.04857,1.44,0.0602521,1.82655,0.393491,73,38.2118,-20.13447762,149.9369049,-6.619244576,2017,3,0.333389,1,nan,76,45.016,0.786,20143,Edgell Reefs (No 5),4.31899,0.05,1,1,1
35220,3.33714,1.39,0.101126,1.8829,0.368677,94,40.771,-20.78170204,150.4846344,-12.45039368,2017,3,0.333389,1,nan,65,41.664,0.812,20143,Goble Reefs (East),5.20368,0.05,0,1,1
35222,1.29714,1.29,0.0231633,1.95194,0.412249,83,39.2965,-19.76042366,149.2333069,-5.209516525,2017,3,0.333389,1,nan,43,46.05,0.636,20143,Hardy Reef,3.07625,0.05,1,1,1
35223,6.17143,1.64,0.0894411,2.31548,0.420405,151,46.8362,-20.06110573,148.8908234,-2.217567444,2017,3,0.333389,1,8.72469,0,40.324,0.498,20143,Hayman Island Reef,3.15915,0.05,1,1,1
35225,0.801428,1.35,0.0616483,1.67586,0.393034,72,40.1121,-19.78406334,149.6237946,-4.312416553,2017,3,0.333389,1,nan,69,43.302,0.528,20143,Hewitt Reef,3.65114,0.05,1,1,1
35226,2.27571,1.37,0.0399248,2.01387,0.416202,84,38.6589,-19.79242516,149.1853943,-12.8989439,2017,3,0.333389,1,nan,37,46.348,0.56,20143,Hook Reef,3.07625,0.05,1,1,1
35227,2.83286,1.46,0.0488424,2.03806,0.391341,83,39.9479,-20.29578018,150.1032715,-1.364803076,2017,3,0.333389,1,nan,72,43.982,0.882,20143,Hunt Reef,4.82793,0.05,1,1,1
35228,0.664286,1.22,0.0103795,1.85806,0.393901,73,44.4392,-19.53398705,149.2728729,-1.364803076,2017,3,0.333389,1,nan,67,43.294,0.522,20143,Knuckle Reef,2.9923,0.05,1,1,1
35229,1.55429,1.27,0.0242857,1.9329,0.407659,78,38.9899,-19.68999863,149.1835327,-9.374622345,2017,3,0.333389,1,nan,48,45.28,0.79,20143,Line Reef,2.75099,0.05,1,1,1
35230,1.36571,1.23,0.0369112,1.73226,0.430352,71,45.614,-19.66706085,149.5791016,-1.172567368,2017,3,0.333389,1,nan,77,43.334,0.398,20143,Little Reef,3.29186,0.05,1,1,1
35231,4.58143,1.45,0.0704835,1.91258,0.323568,117,48.2241,-20.84253693,151.2294159,-16.87181473,2017,3,0.333389,1,nan,121,39.9,0.72,20143,Olympic Reef,5.52919,0.05,0,1,1
35232,2.86286,1.47,0.0493596,2.05903,0.397118,84,40.0657,-20.34886932,150.0960693,-1.492960215,2017,3,0.333389,1,nan,67,44.386,0.738,20143,Robertson Reefs (No 3),4.82793,0.05,1,1,1
35233,1.80857,1.38,0.0317293,1.71311,0.366932,73,36.2166,-19.96522522,149.6238556,-1.813352942,2017,3,0.333389,1,nan,56,43.112,0.71,20143,Round Reef,3.65114,0.05,1,1,1
35234,3.19286,1.39,0.0798215,1.82194,0.357789,91,41.3435,-20.64879608,150.4501801,-5.658066273,2017,3,0.333389,1,nan,70,42.07,0.718,20143,Southampton Reef,5.19137,0.05,0,1,1
35235,2.01286,1.45,0.0341163,1.80483,0.398816,71,36.1131,-20.06409836,149.8119659,-2.582295656,2017,3,0.333389,1,nan,69,44.472,0.756,20143,Square Reef,4.31899,0.05,1,1,1
35236,1.57,1.27,0.0280357,1.93097,0.410107,86,39.4705,-19.75041771,149.3027649,-0.980331719,2017,3,0.333389,1,nan,49,45.054,0.66,20143,U/N Reef,3.35187,0.05,1,1,1
35237,1.27143,1.38,0.0454082,1.69862,0.38002,73,38.6067,-19.85923386,149.5996857,-5.786223412,2017,3,0.333389,1,nan,62,43.904,0.68,20143,U/N Reef,3.65114,0.05,1,1,1
35238,0.772857,1.27,0.0241518,1.64484,0.416167,66,44.0869,-19.71202278,149.610733,-1.364803076,2017,3,0.333389,1,nan,75,41.814,0.452,20143,U/N Reef,3.29186,0.05,1,1,1
35240,0.801428,1.35,0.0616483,1.67586,0.393034,72,40.1121,-19.81798172,149.6160278,-1.108488798,2017,3,0.333389,1,nan,66,43.302,0.528,20143,U/N Reef,3.65114,0.05,1,1,1
35241,0.78,1.32,0.0557143,1.63862,0.405423,69,41.3726,-19.75793076,149.6172638,-9.43870163,2017,3,0.333389,1,nan,71,43.056,0.502,20143,U/N Reef,3.65114,0.05,1,1,1
35242,2.00571,1.44,0.0358163,1.80207,0.387059,67,34.8068,-20.03160477,149.6880493,-4.568730831,2017,3,0.333389,1,nan,58,43.502,0.78,20143,U/N Reef,4.07824,0.05,1,1,1
35243,2.45714,1.45,0.0361345,1.76903,0.401415,76,38.3967,-20.01483345,149.8306885,-1.300724506,2017,3,0.333389,1,nan,73,43.978,0.754,20143,U/N Reef,4.31899,0.05,1,1,1
35244,3.23714,1.41,0.0809286,1.84097,0.355723,90,41.0181,-20.60325623,150.4344025,-7.131873131,2017,3,0.333389,1,nan,71,43.106,0.812,20143,U/N Reef,5.19137,0.05,0,1,1
35245,4.46,1.43,0.0707937,2.13581,0.419233,104,39.4769,-21.07901001,150.4547272,-8.541601181,2017,3,0.333389,1,nan,49,39.706,0.608,20143,U/N Reef,5.15426,0.05,0,1,1
35250,2.25286,1.38,0.0369321,1.97258,0.430781,95,45.9943,-19.19438744,148.298111,-15.09759474,2017,3,0.666611,2,nan,76,42.336,0.372,20143,Dingo Reef (No 1),2.1651,0.05,0,1,1
35251,2.88715,1.41,0.0444176,2.07806,0.445392,103,49.7314,-19.16968155,148.3894043,-4.454916239,2017,3,0.666611,2,nan,85,43.732,0.34,20143,Dingo Reef (No 2),2.1651,0.05,0,1,1
35252,3.39,1.42,0.0521538,2.09613,0.442565,102,50.2854,-19.13640022,148.472229,-18.26756096,2017,3,0.666611,2,nan,92,44.094,0.332,20143,Dingo Reef (No 6),2.1651,0.05,0,1,1
35253,5.57143,1.53,0.0898618,2.34968,0.481405,141,39.9386,-20.59887123,148.8772583,-4.19985199,2017,3,0.666611,2,8.33839,3,41.236,0.412,20143,East Repulse Reef,2.87064,0.05,1,1,1
35254,2.70857,1.41,0.0392547,2.01258,0.3962,93,42.8385,-19.4563446,148.7217407,-3.084830046,2017,3,0.666611,2,nan,65,42.868,0.592,20143,Gould Reef (No 2),2.32025,0.05,1,1,1
35255,6.50572,1.61,0.0942858,2.30742,0.412151,146,45.338,-20.1150074,148.8972626,-2.722468376,2017,3,0.666611,2,3.81684,0,39.092,0.522,20143,Hook Island Reef (No 5),3.15915,0.05,1,1,1
35256,6.50572,1.61,0.0942858,2.30742,0.412151,146,45.338,-20.07657051,148.9080048,-6.45031023,2017,3,0.666611,2,6.39832,0,40.76,0.552,20143,Hook Island Reef (No 6),3.15915,0.05,1,1,1
35257,5.98428,1.66,0.0867288,2.31452,0.417738,155,47.4124,-20.06318474,148.9582672,-6.388527393,2017,3,0.666611,2,7.90677,0,41.506,0.464,20143,Hook Island Reef (No 9),3.15915,0.05,1,1,1
35259,6.50572,1.61,0.0942858,2.30742,0.412151,146,45.338,-20.0883007,148.877594,-1.420458674,2017,3,0.666611,2,7.23991,2,39.092,0.522,20143,Langford-Bird Reef,3.15915,0.05,1,1,1
35260,5.99858,1.43,0.0967513,2.26903,0.4247,139,38.5286,-20.34325027,148.8470917,-6.295858622,2017,3,0.666611,2,2.50251,0,40.022,1.01,20143,Long Island Reef (No 2),3.09159,0.05,1,1,1
35261,6.62429,1.48,0.103505,2.29419,0.416814,141,40.867,-20.24907303,148.830246,-2.673062801,2017,3,0.666611,2,6.17705,1,41.864,0.752,20143,Mid Molle Reef,3.09159,0.05,1,1,1
35262,7.11429,1.59,0.114747,2.21226,0.390388,160,47.292,-20.30509949,149.0941925,-4.606666565,2017,3,0.666611,2,7.58369,0,40.862,0.64,20143,Nicolson Reef,3.78411,0.05,1,1,1
35263,4.70143,1.44,0.0746259,2.08484,0.40199,116,42.0486,-21.06552696,150.2562256,-3.992023945,2017,3,0.666611,2,nan,36,40.138,0.644,20143,Prince Reef,5.15426,0.05,0,1,1
35264,7.21001,1.57,0.11629,2.26613,0.407151,155,45.4709,-20.43684769,149.0808563,-0.219408512,2017,3,0.666611,2,4.76318,1,34.356,0.426,20143,Shaw Island Reef (No 1),3.78411,0.05,1,1,1
35266,6.15286,1.48,0.0992397,2.31097,0.429982,150,43.6793,-20.49876213,149.0583649,-8.733837128,2017,3,0.666611,2,2.59496,1,40.854,1.562,20143,Shaw Island Reef (No 4),3.95207,0.05,1,1,1
35267,1.17,1.34,0.0182812,1.97774,0.388998,89,41.9509,-19.49141884,148.8985901,-13.4562397,2017,3,0.666611,2,nan,60,42.452,0.538,20143,Showers Reef,2.54931,0.05,1,1,1
35268,6.32571,1.53,0.1037,2.30742,0.378973,159,48.9243,-20.76638222,149.4358215,-4.644886494,2017,3,0.666611,2,nan,2,42.348,0.638,20143,Silloth Reef,4.52815,0.05,1,1,1
35269,6.02715,1.43,0.0972121,2.27613,0.420842,138,39.2036,-20.27581787,148.8409729,-3.99265337,2017,3,0.666611,2,6.44719,0,40.956,1.01,20143,South Molle Reef (No 1),3.09159,0.05,1,1,1
35271,2.28715,1.37,0.033147,1.97484,0.402701,102,48.4384,-19.31987572,148.6320953,-1.420458674,2017,3,0.666611,2,nan,76,42.25,0.61,20143,U/N Reef,2.32025,0.05,1,1,1
35286,4.00286,1.48,0.0635374,2.12484,0.41386,107,40.9049,-21.02275085,150.3724213,-13.09117889,2017,3,0.666611,2,nan,48,42.002,0.612,20143,U/N Reef,5.15426,0.05,0,1,1
35287,4.39857,1.49,0.0698186,2.06613,0.403286,113,41.4958,-21.01289177,150.5915527,-3.094924212,2017,3,0.666611,2,nan,62,38.942,0.686,20143,U/N Reef,5.23194,0.05,0,1,1
35289,10.6771,1.79,0.142362,2.76936,0.567394,110,50.8781,-16.64653,146.11047,-5,2017,3,0.999832,3,nan,32,45.802,0.498,20143,Cairns GBR,1.6343,0.05,0,0,1
35294,1.25286,1.18,0.041762,1.86032,0.332162,97,34.8579,-21.93577385,152.6879273,-0.467703223,2017,3,0.000167504,0,nan,181,36.576,0.702,20143,Beacon Reef,5.17077,0.05,0,0,1
35295,1.23857,1.17,0.0309643,1.93548,0.34951,89,33.596,-21.82133293,152.6274567,-2.390059948,2017,3,0.000167504,0,nan,188,38.908,0.676,20143,Blu-Lion Reef,5.17077,0.05,0,0,1
35296,0.637144,1.17,0.0235979,1.7442,0.407551,71,29.8023,-22.30785561,152.662796,-0.85217458,2017,3,0.000167504,0,nan,147,41.278,0.646,20143,Dicks Reef,4.8258,0.05,0,0,1
35297,1.41714,1.34,0.0472381,1.96097,0.405016,80,30.7498,-21.8837204,152.4438171,-5.593987942,2017,3,0.000167504,0,nan,173,38.196,0.476,20143,Emperor Reef,5.19325,0.05,0,0,1
35298,1.25286,1.18,0.041762,1.86032,0.332162,97,34.8579,-21.96721268,152.701416,-3.030845642,2017,3,0.000167504,0,nan,179,36.902,0.73,20143,Follett Reef,5.17077,0.05,0,0,1
35299,1.43,1.22,0.0317778,1.73548,0.311492,106,35.4968,-22.01127243,152.72612,-0.724017441,2017,3,0.000167504,0,nan,176,37.854,0.84,20143,Half Moon Reef,4.96184,0.05,0,0,1
35300,1.37,1.13,0.03425,1.93516,0.350556,85,33.2285,-21.89438248,152.6570587,-1.172567368,2017,3,0.000167504,0,nan,183,37.768,0.722,20143,Heart Reef,5.17077,0.05,0,0,1
35301,1.37,1.13,0.03425,1.93516,0.350556,85,33.2285,-21.91166115,152.672348,-1.044410229,2017,3,0.000167504,0,nan,182,37.768,0.722,20143,Hill Reef,5.17077,0.05,0,0,1
35302,1.07857,1.27,0.0399471,1.64839,0.35663,86,31.2695,-22.34350204,152.7306213,-1.172567368,2017,3,0.000167504,0,nan,148,41.006,0.68,20143,Hixson Cay Reef,4.8258,0.05,0,0,1
35303,1.26714,1.22,0.0422381,1.67355,0.318253,106,36.31,-22.09586525,152.7417145,-4.312416553,2017,3,0.000167504,0,nan,170,39.738,0.714,20143,Hook Reef,4.96184,0.05,0,0,1
35304,0.784286,1.19,0.0270444,1.8371,0.415545,77,29.6051,-22.1481514,152.5317993,-0.659938931,2017,3,0.000167504,0,nan,153,40.314,0.65,20143,Junior Reef,4.96184,0.05,0,0,1
35305,3.23429,1.56,0.0951261,1.91931,0.364764,99,46.2171,-21.37743568,152.0170898,-7.0677948,2017,3,0.000167504,0,nan,151,36.588,0.534,20143,Mystery Reef,5.5547,0.05,0,0,1
35308,4.37143,1.52,0.112088,1.97032,0.368496,102,48.8232,-21.24135208,151.8458252,-1.492960215,2017,3,0.000167504,0,nan,142,36.114,0.57,20143,Riptide Reef,5.49855,0.05,0,0,1
35309,1.08,1.2,0.0372414,1.68032,0.340844,99,34.2119,-22.20902634,152.7570496,-10.52803707,2017,3,0.000167504,0,nan,161,38.942,0.654,20143,Sandshoe Reef,4.93658,0.05,0,0,1
35310,1.26714,1.22,0.0422381,1.67355,0.318253,106,36.31,-22.11695099,152.7461548,-0.91625315,2017,3,0.000167504,0,nan,168,39.738,0.714,20143,Sinker Reef,4.96184,0.05,0,0,1
35311,0.780001,1.22,0.0288889,1.66516,0.382079,79,30.2958,-22.35609627,152.7198944,-4.248338223,2017,3,0.000167504,0,nan,146,41.006,0.68,20143,South Hixson Reef,4.8258,0.05,0,0,1
